n,setor,subsecao,afirmacao,score,interview,ts,dim,dim_nome,maturity,confidence,termos,paraphrase,decisao,ancora_substituta,nota,orfa
88,Sociedade Civil,3.4.4. Governança e Coordenação,"Papel dos Conselhos de Classe: O Conselho de Arquitetura e Urbanismo (CAU) e o Instituto de Arquitetos do Brasil (IAB) podem atuar como pontes técnicas e de articulação entre o poder público e a sociedade, promovendo debates, patrocinando editais e apoiando projetos de justiça ambiental.",0.2,ENT-014,00:20:41,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,ambiental|conselhos|instituto|sociedade|urbanismo,"CONVERGÊNCIA DE PROPOSTA. Integração entre política habitacional e agenda climática, com melhoria habitacional e equipamentos públicos nas bordas. Converge com a proposta de ATHIS como instrumento de adaptação de ENT-007 — duas sessões do mesmo setor, independentes, apontando o mesmo desenho. É a recomendação de adaptação com recorte distributivo mais consistente do corpus. SESSÃO SEM TCLE.",,,,
89,Sociedade Civil,3.4.5. Soluções Propostas,"Prioridades: Diagnóstico detalhado da arborização, plano de manejo e substituição, investimento em viveiro municipal, galerias pluviais e poços de infiltração.",0.357,ENT-007,00:18:28,3.2.3,"Dados de risco, vulnerabilidade e exposição",inexistente,alta,arborizacao|diagnostico|manejo|plano|substituicao,"PRIORIDADE PROPOSTA. Inventário georreferenciado do estoque arbóreo com classificação de risco, articulado a plano de substituição e a recorte de áreas críticas. É projeto de dado de risco com escopo definido, custo modesto e efeito direto sobre a ocorrência que mais paralisa a cidade — o candidato mais maduro a projeto financiável surgido no corpus.",,,,
89,Sociedade Civil,3.4.5. Soluções Propostas,"Prioridades: Diagnóstico detalhado da arborização, plano de manejo e substituição, investimento em viveiro municipal, galerias pluviais e poços de infiltração.",0.286,ENT-007,00:06:56,1.1.4,Estratégia de adaptação com metas claras,inexistente,alta,arborizacao|manejo|plano|substituicao,"LACUNA. O plano de arborização histórico definiu o plantio e nunca tratou da substituição do estoque envelhecido. A cidade tem uma política de implantação sem política de manejo — e é o envelhecimento desse estoque, somado ao vento, que produz o risco descrito.",,,,
89,Sociedade Civil,3.4.5. Soluções Propostas,"Prioridades: Diagnóstico detalhado da arborização, plano de manejo e substituição, investimento em viveiro municipal, galerias pluviais e poços de infiltração.",0.286,ENT-007,00:19:46,2.1.5,Estratégia financeira para adaptação e resiliência,inexistente,media,arborizacao|investimento|municipal|viveiro,"Proposta de recuperar o viveiro municipal como ativo de suporte à política de arborização. Investimento de adaptação de baixo custo unitário e efeito prolongado, hoje inexistente na carteira do município — e que responde ao déficit de reposição registrado em ENT-006.",,,,
90,Sociedade Civil,3.4.5. Soluções Propostas,"Reforma no IAM: Reforma na gestão do instituto, aumento da fiscalização e revogação do decreto que dispensa estudos de impacto ambiental. A criação de uma central de inteligência de crise, integrando Defesa Civil, Corpo de Bombeiros e lideranças comunitárias, também é defendida.",0.304,ENT-005,00:35:18,3.1.1,Sistema municipal de dados climáticos e territoriais,em_elaboracao,media,bombeiros|central|civil|corpo|crise|defesa|inteligencia,"OPORTUNIDADE. Há uma proposta em circulação de central integrada de informação de emergência, cruzando município e Estado. Seria o embrião do sistema municipal de dados que o corpus registra como inexistente — e nasce da ponta operacional, não do planejamento.",,,,
90,Sociedade Civil,3.4.5. Soluções Propostas,"Reforma no IAM: Reforma na gestão do instituto, aumento da fiscalização e revogação do decreto que dispensa estudos de impacto ambiental. A criação de uma central de inteligência de crise, integrando Defesa Civil, Corpo de Bombeiros e lideranças comunitárias, também é defendida.",0.174,ENT-005,00:10:02,2.1.7,Financiamento para riscos e desastres,em_implementacao,alta,bombeiros|civil|corpo|defesa,"Avaliação positiva da capacidade de resposta imediata a evento extremo, vinda de fora da administração. Qualifica o achado: o município responde bem ao evento e mal à recuperação — que levou mais de uma semana nos dois casos relatados e dependeu de reforço externo.",,,,
90,Sociedade Civil,3.4.5. Soluções Propostas,"Reforma no IAM: Reforma na gestão do instituto, aumento da fiscalização e revogação do decreto que dispensa estudos de impacto ambiental. A criação de uma central de inteligência de crise, integrando Defesa Civil, Corpo de Bombeiros e lideranças comunitárias, também é defendida.",0.13,ENT-007,00:06:56,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,ambiental|aumento|civil,"Segunda confirmação, de outra entidade da sociedade civil, do vendaval como risco prioritário, com magnitude: centenas de árvores por evento. A arborização — principal ativo ambiental e identitário da cidade — é também seu maior vetor de dano em evento extremo.",,,,
91,Sociedade Civil,3.4.5. Soluções Propostas,"Educação Ambiental e Comunicação: Implementação da educação ambiental como disciplina obrigatória e comunicação estratégica que alerte a população sobre os riscos reais de desastres, em vez de uma comunicação amenizada.",0.154,ENT-005,00:10:02,2.1.7,Financiamento para riscos e desastres,em_implementacao,alta,desastres|riscos,"Avaliação positiva da capacidade de resposta imediata a evento extremo, vinda de fora da administração. Qualifica o achado: o município responde bem ao evento e mal à recuperação — que levou mais de uma semana nos dois casos relatados e dependeu de reforço externo.",,,,
91,Sociedade Civil,3.4.5. Soluções Propostas,"Educação Ambiental e Comunicação: Implementação da educação ambiental como disciplina obrigatória e comunicação estratégica que alerte a população sobre os riscos reais de desastres, em vez de uma comunicação amenizada.",0.154,ENT-005,00:06:29,2.1.7,Financiamento para riscos e desastres,inexistente,alta,desastres|riscos,A recuperação pós-evento depende de mobilização de equipes de fora do município. Não há capacidade instalada nem contrato de prontidão dimensionado para o evento extremo — o que converge com a realocação de equipes descrita em ENT-004.,,,,
91,Sociedade Civil,3.4.5. Soluções Propostas,"Educação Ambiental e Comunicação: Implementação da educação ambiental como disciplina obrigatória e comunicação estratégica que alerte a população sobre os riscos reais de desastres, em vez de uma comunicação amenizada.",0.154,ENT-007,00:06:56,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,ambiental|riscos,"Segunda confirmação, de outra entidade da sociedade civil, do vendaval como risco prioritário, com magnitude: centenas de árvores por evento. A arborização — principal ativo ambiental e identitário da cidade — é também seu maior vetor de dano em evento extremo.",,,,
92,Sociedade Civil,3.4.5. Soluções Propostas,"Uso do Associativismo e Soluções Baseadas na Natureza: Aproveitar a vasta rede de associações para capilarizar políticas urbanas. Implementar jardins de chuva, plantio de árvores como quebra-ventos e renaturalização das cidades.",0.15,ENT-005,00:06:29,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,chuva|rede|ventos,"Risco prioritário identificado da perspectiva da sociedade civil: vendaval, com interrupção prolongada do serviço de energia. Acrescenta ao par erosão/alagamento registrado no bloco público um terceiro vetor — vento — cujo impacto se dá sobre a rede elétrica aérea, ativo que não é municipal.",,,,
92,Sociedade Civil,3.4.5. Soluções Propostas,"Uso do Associativismo e Soluções Baseadas na Natureza: Aproveitar a vasta rede de associações para capilarizar políticas urbanas. Implementar jardins de chuva, plantio de árvores como quebra-ventos e renaturalização das cidades.",0.15,ENT-007,00:06:56,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,arvores|chuva|ventos,"Segunda confirmação, de outra entidade da sociedade civil, do vendaval como risco prioritário, com magnitude: centenas de árvores por evento. A arborização — principal ativo ambiental e identitário da cidade — é também seu maior vetor de dano em evento extremo.",,,,
92,Sociedade Civil,3.4.5. Soluções Propostas,"Uso do Associativismo e Soluções Baseadas na Natureza: Aproveitar a vasta rede de associações para capilarizar políticas urbanas. Implementar jardins de chuva, plantio de árvores como quebra-ventos e renaturalização das cidades.",0.1,ENT-005,00:11:09,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,chuva|rede,"Constatação de que a rede de drenagem projetada há décadas deixou de comportar o regime atual de chuva, com dois fatores somados: mudança do padrão pluviométrico e impermeabilização do solo. Converge com a evidência operacional de ENT-004, aqui a partir de observação técnica externa à prefeitura.",,,,
93,Sociedade Civil,3.4.5. Soluções Propostas,"Justiça Ambiental: As políticas públicas devem focar na qualificação habitacional e do espaço público nas bordas da cidade, garantindo que a qualidade de vida seja estendida de forma equitativa às regiões mais periféricas.",0.286,ENT-014,00:20:41,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,ambiental|bordas|forma|habitacional|politicas|publicas,"CONVERGÊNCIA DE PROPOSTA. Integração entre política habitacional e agenda climática, com melhoria habitacional e equipamentos públicos nas bordas. Converge com a proposta de ATHIS como instrumento de adaptação de ENT-007 — duas sessões do mesmo setor, independentes, apontando o mesmo desenho. É a recomendação de adaptação com recorte distributivo mais consistente do corpus. SESSÃO SEM TCLE.",,,,
93,Sociedade Civil,3.4.5. Soluções Propostas,"Justiça Ambiental: As políticas públicas devem focar na qualificação habitacional e do espaço público nas bordas da cidade, garantindo que a qualidade de vida seja estendida de forma equitativa às regiões mais periféricas.",0.238,ENT-014,00:13:07,3.2.4,Dados socioeconômicos e territoriais para adaptação inclusiva,inexistente,alta,bordas|cidade|perifericas|qualidade|regioes,Terceira formulação convergente da desigualdade territorial (com ENT-007 e ENT-009): a qualidade urbana que dá reputação à cidade se concentra na área central. O gradiente centro–borda é o recorte distributivo mais recorrente do corpus. SESSÃO SEM TCLE.,,,,
